product_id,product_sku,competitor_name,competitor_url,competitor_sku
412,mtk009c,wallmart,,
413,mtk012c,wallmart,,
414,mpd003c,wallmart,,
415,mpd006c,wallmart,,
416,mpd012c,wallmart,,
417,wbk000c,wallmart,,
418,wbk003c,wallmart,,
419,wbk006c,wallmart,,
420,wbk009c,wallmart,,
421,wbk012c,wallmart,,
422,wsd000c,wallmart,,
423,wsd005c,wallmart,,
424,wsd008c,wallmart,,
425,wsd013c,wallmart,,
426,wpd000c,wallmart,,
427,wpd005c,wallmart,,
428,wpd010c,wallmart,,
430,aws000c,wallmart,,
431,aws005c,wallmart,,
432,aws010c,wallmart,,
433,ams000c,wallmart,,
434,ams005c,wallmart,,
435,ams010c,wallmart,,
436,abl006c,wallmart,,
437,hdd001c,wallmart,,
439,abl008,wallmart,,
440,hdd003,wallmart,,
441,hde007,wallmart,,
442,hde008,wallmart,,
445,hde009,wallmart,,
446,hde014,wallmart,,
447,hdb010,wallmart,,
448,hbm000,wallmart,,
449,hbm002,wallmart,,
450,hbm003 ,wallmart,,
456,mpd000c,wallmart,,
457,mpd000,wallmart,,
458,mpd001,wallmart,,
459,mpd002,wallmart,,
475,mpd00336,wallmart,,
476,mpd00338,wallmart,,
477,mpd00331,wallmart,,
478,mpd00328,wallmart,,
479,mpd00028,wallmart,,
480,mpd00031,wallmart,,
481,mpd00036,wallmart,,
482,mpd00038,wallmart,,
483,mtk004xs,wallmart,,
484,mtk004m,wallmart,,
485,mtk002s,wallmart,,
486,mtk002xs,wallmart,,
487,mtk002xl,wallmart,,
488,mtk004xl,wallmart,,
489,mtk000l,wallmart,,
490,mtk000xl,wallmart,,
491,mtk000xs,wallmart,,
492,mtk006xs,wallmart,,
493,mtk006xl,wallmart,,
494,mtk009xs,wallmart,,
495,mtk009xl,wallmart,,
496,mtk012xs,wallmart,,
497,mtk012xl,wallmart,,
498,msj000xs,wallmart,,
499,msj000xl,wallmart,,
500,msj003xs,wallmart,,
501,msj003xl,wallmart,,
502,msj006xl,wallmart,,
503,msj006xs,wallmart,,
504,msj009xs,wallmart,,
505,msj009xl,wallmart,,
506,msj012xs,wallmart,,
507,msj012xl,wallmart,,
508,msj015xs,wallmart,,
509,msj015xl,wallmart,,
510,wbk000xs,wallmart,,
511,wbk000xl,wallmart,,
512,wbk003xs,wallmart,,
513,wbk003xl,wallmart,,
514,wbk006xs,wallmart,,
515,wbk006xl,wallmart,,
516,wbk009xs,wallmart,,
517,wbk009xl,wallmart,,
518,wbk012xs,wallmart,,
519,wbk012xl,wallmart,,
520,wpd00526,wallmart,,
521,wpd00527,wallmart,,
522,wpd00528,wallmart,,
523,wpd00529,wallmart,,
524,wpd00530,wallmart,,
525,wpd00531,wallmart,,
526,wpd00532,wallmart,,
527,wpd00026,wallmart,,
528,wpd00027,wallmart,,
529,wpd00028,wallmart,,
530,wpd00029,wallmart,,
531,wpd00030,wallmart,,
532,wpd00031,wallmart,,
533,wpd00032,wallmart,,
534,wpd01010,wallmart,,
535,wpd0108,wallmart,,
536,wpd0106,wallmart,,
537,wpd0104,wallmart,,
538,wpd01012,wallmart,,
539,wsd005xs,wallmart,,
540,wsd005xl,wallmart,,
541,abl009,wallmart,,
542,vip000,wallmart,,
546,acj001c,wallmart,,
547,acj00118,wallmart,,
548,acj00124,wallmart,,
549,acj0006s,wallmart,,
551,acj003,wallmart,,
552,acj004,wallmart,,
553,acj000,wallmart,,
554,acj005,wallmart,,
555,acj007,wallmart,,
557,hbm001,wallmart,,
558,hbm005,wallmart,,
559,hbm006,wallmart,,
560,hbm007,wallmart,,
561,hbm008,wallmart,,
562,hbm009,wallmart,,
563,hbm010,wallmart,,
564,mem000,wallmart,,
566,Pmo000xs,wallmart,,
567,Pmo000s,wallmart,,
568,Pmo000m,wallmart,,
569,Pmo000l,wallmart,,
570,Pmo000xl,wallmart,,
571,Pmo001xs,wallmart,,
572,Pmo001s,wallmart,,
573,Pmo001m,wallmart,,
574,Pmo001l,wallmart,,
575,Pmo001xl,wallmart,,
576,Pmo002xs,wallmart,,
577,Pmo002s,wallmart,,
578,Pmo002m,wallmart,,
579,Pmo002l,wallmart,,
580,Pmo002xl,wallmart,,
581,Pmp00028,wallmart,,
582,Pmp00030,wallmart,,
583,Pmp00031,wallmart,,
584,Pmp00032,wallmart,,
585,Pmp00034,wallmart,,
586,Pmp00036,wallmart,,
587,Pmp00038,wallmart,,
588,Pmp00128,wallmart,,
589,Pmp00130,wallmart,,
590,Pmp00131,wallmart,,
591,Pmp00132,wallmart,,
592,Pmp00134,wallmart,,
593,Pmp00136,wallmart,,
594,Pmp00138,wallmart,,
595,Pmp00228,wallmart,,
596,Pmp00230,wallmart,,
597,Pmp00231,wallmart,,
598,Pmp00232,wallmart,,
599,Pmp00234,wallmart,,
600,Pmp00236,wallmart,,
601,Pmp00238,wallmart,,
602,Pms000xs,wallmart,,
603,Pms000s,wallmart,,
604,Pms000m,wallmart,,
605,Pms000l,wallmart,,
606,Pms000xl,wallmart,,
607,Pms002xs,wallmart,,
608,Pms002s,wallmart,,
609,Pms002m,wallmart,,
610,Pms002l,wallmart,,
611,Pms002xl,wallmart,,
612,Pms003xs,wallmart,,
613,Pms003s,wallmart,,
614,Pms003m,wallmart,,
615,Pms003l,wallmart,,
616,Pms003xl,wallmart,,
617,Pms004xs,wallmart,,
618,Pms004s,wallmart,,
619,Pms004m,wallmart,,
620,Pms004l,wallmart,,
621,Pms004xl,wallmart,,
622,Pms005xs,wallmart,,
623,Pms005s,wallmart,,
624,Pms005m,wallmart,,
625,Pms005l,wallmart,,
626,Pms005xl,wallmart,,
627,Pmtk000xs,wallmart,,
628,Pmtk000s,wallmart,,
629,Pmtk000m,wallmart,,
630,Pmtk000l,wallmart,,
631,Pmtk000xl,wallmart,,
632,Pmtk001xs,wallmart,,
633,Pmtk001s,wallmart,,
634,Pmtk001m,wallmart,,
635,Pmtk001l,wallmart,,
636,Pmtk001xl,wallmart,,
637,Pmtk004xs,wallmart,,
638,Pmtk004s,wallmart,,
639,Pmtk004m,wallmart,,
640,Pmtk004l,wallmart,,
641,Pmtk004xl,wallmart,,
642,Pmtk005xs,wallmart,,
643,Pmtk005s,wallmart,,
644,Pmtk005m,wallmart,,
645,Pmtk005l,wallmart,,
646,Pmtk005xl,wallmart,,
647,Pmtk006xs,wallmart,,
648,Pmtk006s,wallmart,,
649,Pmtk006m,wallmart,,
650,Pmtk006l,wallmart,,
651,Pmtk006xl,wallmart,,
652,Pwb00026,wallmart,,
653,Pwb00027,wallmart,,
654,Pwb00028,wallmart,,
655,Pwb00029,wallmart,,
656,Pwb00030,wallmart,,
657,Pwb00031,wallmart,,
658,Pwb00032,wallmart,,
659,Pwb00126,wallmart,,
660,Pwb00127,wallmart,,
661,Pwb00128,wallmart,,
662,Pwb00129,wallmart,,
663,Pwb00130,wallmart,,
664,Pwb00131,wallmart,,
665,Pwb00132,wallmart,,
666,Pwb0030,wallmart,,
667,Pwb0032,wallmart,,
668,Pwb0034,wallmart,,
669,Pwb0036,wallmart,,
670,Pwb0038,wallmart,,
671,Pwb00310,wallmart,,
672,Pwb00312,wallmart,,
673,Pwb00526,wallmart,,
674,Pwb00527,wallmart,,
675,Pwb00528,wallmart,,
676,Pwb00529,wallmart,,
677,Pwb00530,wallmart,,
678,Pwb00531,wallmart,,
679,Pwb00532,wallmart,,
680,Pwb00626,wallmart,,
681,Pwb00627,wallmart,,
682,Pwb00628,wallmart,,
683,Pwb00629,wallmart,,
684,Pwb00630,wallmart,,
685,Pwb00631,wallmart,,
686,Pwb00632,wallmart,,
687,Pwd0000,wallmart,,
688,Pwd0002,wallmart,,
689,Pwd0004,wallmart,,
690,Pwd0006,wallmart,,
691,Pwd0008,wallmart,,
692,Pwd00010,wallmart,,
693,Pwd00012,wallmart,,
694,Pwd0010,wallmart,,
695,Pwd0012,wallmart,,
696,Pwd0014,wallmart,,
697,Pwd0016,wallmart,,
698,Pwd0018,wallmart,,
699,Pwd00110,wallmart,,
700,Pwd00112,wallmart,,
701,Pwd0020,wallmart,,
702,Pwd0022,wallmart,,
703,Pwd0024,wallmart,,
704,Pwd0026,wallmart,,
705,Pwd0028,wallmart,,
706,Pwd00210,wallmart,,
707,Pwd00212,wallmart,,
708,Pwt000xs,wallmart,,
709,Pwt000s,wallmart,,
710,Pwt000m,wallmart,,
711,Pwt000l,wallmart,,
712,Pwt000xl,wallmart,,
713,Pwt001xs,wallmart,,
714,Pwt001s,wallmart,,
715,Pwt001m,wallmart,,
716,Pwt001l,wallmart,,
717,Pwt001xl,wallmart,,
718,Pwt002xs,wallmart,,
719,Pwt002s,wallmart,,
720,Pwt002m,wallmart,,
721,Pwt002l,wallmart,,
722,Pwt002xl,wallmart,,
723,Pwt003xs,wallmart,,
724,Pwt003s,wallmart,,
725,Pwt003m,wallmart,,
726,Pwt003l,wallmart,,
727,Pwt003xl,wallmart,,
728,Pwt004xs,wallmart,,
729,Pwt004s,wallmart,,
730,Pwt004m,wallmart,,
731,Pwt004l,wallmart,,
732,Pwt004xl,wallmart,,
733,Pwt005xs,wallmart,,
734,Pwt005s,wallmart,,
735,Pwt005m,wallmart,,
736,Pwt005l,wallmart,,
737,Pwt005xl,wallmart,,
738,Pwt006xs,wallmart,,
739,Pwt006s,wallmart,,
740,Pwt006m,wallmart,,
741,Pwt006l,wallmart,,
742,Pwt006xl,wallmart,,
743,Pwt007xs,wallmart,,
744,Pwt007s,wallmart,,
745,Pwt007m,wallmart,,
746,Pwt007l,wallmart,,
747,Pwt007xl,wallmart,,
748,shm0008,wallmart,,
749,shm0009,wallmart,,
750,shm00010,wallmart,,
751,shm00011,wallmart,,
752,shm00012,wallmart,,
753,shm0018,wallmart,,
754,shm0019,wallmart,,
755,shm00110,wallmart,,
756,shm00111,wallmart,,
757,shm00112,wallmart,,
758,shm0028,wallmart,,
759,shm0029,wallmart,,
760,shm00210,wallmart,,
761,shm00211,wallmart,,
762,shm00212,wallmart,,
763,shm0038,wallmart,,
764,shm0039,wallmart,,
765,shm00310,wallmart,,
766,shm00311,wallmart,,
767,shm00312,wallmart,,
768,shm0048,wallmart,,
769,shm0049,wallmart,,
770,shm00410,wallmart,,
771,shm00411,wallmart,,
772,shm00412,wallmart,,
773,shm0058,wallmart,,
774,shm0059,wallmart,,
775,shm00510,wallmart,,
776,shm00511,wallmart,,
777,shm00512,wallmart,,
778,shw0006,wallmart,,
779,shw0007,wallmart,,
780,shw0008,wallmart,,
781,shw0009,wallmart,,
782,shw00010,wallmart,,
783,shw0016,wallmart,,
784,shw0017,wallmart,,
785,shw0018,wallmart,,
786,shw0019,wallmart,,
787,shw00110,wallmart,,
788,shw0026,wallmart,,
789,shw0027,wallmart,,
790,shw0028,wallmart,,
791,shw0029,wallmart,,
792,shw00210,wallmart,,
793,shw0036,wallmart,,
794,shw0037,wallmart,,
795,shw0038,wallmart,,
796,shw0039,wallmart,,
797,shw00310,wallmart,,
798,shw0046,wallmart,,
799,shw0047,wallmart,,
800,shw0048,wallmart,,
801,shw0049,wallmart,,
802,shw00410,wallmart,,
803,shw0056,wallmart,,
804,shw0057,wallmart,,
805,shw0058,wallmart,,
806,shw0059,wallmart,,
807,shw00510,wallmart,,
808,Pmo000,wallmart,,
809,Pmo001,wallmart,,
810,Pmo002,wallmart,,
811,Pmp000,wallmart,,
812,Pmp001,wallmart,,
813,Pmp002,wallmart,,
814,Pms000,wallmart,,
815,Pms002,wallmart,,
816,Pms003,wallmart,,
817,Pms004,wallmart,,
818,Pms005,wallmart,,
819,Pmtk000,wallmart,,
820,Pmtk004,wallmart,,
821,Pmtk005,wallmart,,
822,Pmtk006,wallmart,,
823,Pwb000,wallmart,,
824,Pwb001,wallmart,,
825,Pwb003,wallmart,,
826,Pwb005,wallmart,,
827,Pwb006,wallmart,,
828,Pwd000,wallmart,,
829,Pwd001,wallmart,,
830,Pwd002,wallmart,,
831,Pwt000,wallmart,,
832,Pwt001,wallmart,,
833,Pwt002,wallmart,,
834,Pwt003,wallmart,,
835,Pwt004,wallmart,,
836,Pwt005,wallmart,,
837,Pwt006,wallmart,,
838,Pwt007,wallmart,,
863,shm009,wallmart,,
864,shm000,wallmart,,
865,shm001,wallmart,,
866,shm002,wallmart,,
867,shm003,wallmart,,
868,shm004,wallmart,,
869,shm005,wallmart,,
870,shw000,wallmart,,
871,shw001,wallmart,,
872,shw002,wallmart,,
873,shw003,wallmart,,
874,shw004,wallmart,,
875,shw005,wallmart,,
877,wbk002c,wallmart,,
878,wbk002M,wallmart,,
879,wbk000c-Pink-L,wallmart,,
880,wbk002c-Black-XS,wallmart,,
881,wbk002c-Black-S,wallmart,,
888,wbk012c-Pink-S,wallmart,,
889,wbk012c-Pink-M,wallmart,,
890,wbk012c-Pink-L,wallmart,,
891,wbk012c-Red-S,wallmart,,
892,wbk012c-Red-M,wallmart,,
893,wbk012c-Red-L,wallmart,,
894,wbk012c-Royal Blue-S,wallmart,,
895,wbk012c-Royal Blue-M,wallmart,,
896,wbk012c-Royal Blue-L,wallmart,,
897,msj006c-Khaki-S,wallmart,,
898,msj006c-Khaki-M,wallmart,,
899,msj006c-Khaki-L,wallmart,,
900,msj006c-Red-S,wallmart,,
901,msj006c-Red-M,wallmart,,
902,msj006c-Red-L,wallmart,,
903,msj006c-Royal Blue-S,wallmart,,
904,msj006c-Royal Blue-M,wallmart,,
905,msj006c-Royal Blue-L,wallmart,,
