product_id,product_sku,competitor_name,competitor_url,competitor_sku
725,Pwt003m,myntra,,
726,Pwt003l,myntra,,
727,Pwt003xl,myntra,,
728,Pwt004xs,myntra,,
729,Pwt004s,myntra,,
730,Pwt004m,myntra,,
731,Pwt004l,myntra,,
732,Pwt004xl,myntra,,
733,Pwt005xs,myntra,,
734,Pwt005s,myntra,,
735,Pwt005m,myntra,,
736,Pwt005l,myntra,,
737,Pwt005xl,myntra,,
738,Pwt006xs,myntra,,
739,Pwt006s,myntra,,
740,Pwt006m,myntra,,
741,Pwt006l,myntra,,
742,Pwt006xl,myntra,,
743,Pwt007xs,myntra,,
744,Pwt007s,myntra,,
745,Pwt007m,myntra,,
746,Pwt007l,myntra,,
747,Pwt007xl,myntra,,
748,shm0008,myntra,,
749,shm0009,myntra,,
750,shm00010,myntra,,
751,shm00011,myntra,,
752,shm00012,myntra,,
753,shm0018,myntra,,
754,shm0019,myntra,,
755,shm00110,myntra,,
756,shm00111,myntra,,
757,shm00112,myntra,,
758,shm0028,myntra,,
759,shm0029,myntra,,
760,shm00210,myntra,,
761,shm00211,myntra,,
762,shm00212,myntra,,
763,shm0038,myntra,,
764,shm0039,myntra,,
765,shm00310,myntra,,
766,shm00311,myntra,,
767,shm00312,myntra,,
768,shm0048,myntra,,
769,shm0049,myntra,,
770,shm00410,myntra,,
771,shm00411,myntra,,
772,shm00412,myntra,,
773,shm0058,myntra,,
774,shm0059,myntra,,
775,shm00510,myntra,,
776,shm00511,myntra,,
777,shm00512,myntra,,
778,shw0006,myntra,,
779,shw0007,myntra,,
780,shw0008,myntra,,
781,shw0009,myntra,,
782,shw00010,myntra,,
783,shw0016,myntra,,
784,shw0017,myntra,,
785,shw0018,myntra,,
786,shw0019,myntra,,
787,shw00110,myntra,,
788,shw0026,myntra,,
789,shw0027,myntra,,
790,shw0028,myntra,,
791,shw0029,myntra,,
792,shw00210,myntra,,
793,shw0036,myntra,,
794,shw0037,myntra,,
795,shw0038,myntra,,
796,shw0039,myntra,,
797,shw00310,myntra,,
798,shw0046,myntra,,
799,shw0047,myntra,,
800,shw0048,myntra,,
801,shw0049,myntra,,
802,shw00410,myntra,,
803,shw0056,myntra,,
804,shw0057,myntra,,
805,shw0058,myntra,,
806,shw0059,myntra,,
807,shw00510,myntra,,
808,Pmo000,myntra,,
809,Pmo001,myntra,,
810,Pmo002,myntra,,
811,Pmp000,myntra,,
812,Pmp001,myntra,,
813,Pmp002,myntra,,
814,Pms000,myntra,,
815,Pms002,myntra,,
816,Pms003,myntra,,
817,Pms004,myntra,,
818,Pms005,myntra,,
819,Pmtk000,myntra,,
820,Pmtk004,myntra,,
821,Pmtk005,myntra,,
822,Pmtk006,myntra,,
823,Pwb000,myntra,,
824,Pwb001,myntra,,
825,Pwb003,myntra,,
826,Pwb005,myntra,,
827,Pwb006,myntra,,
828,Pwd000,myntra,,
829,Pwd001,myntra,,
830,Pwd002,myntra,,
831,Pwt000,myntra,,
832,Pwt001,myntra,,
833,Pwt002,myntra,,
834,Pwt003,myntra,,
835,Pwt004,myntra,,
836,Pwt005,myntra,,
837,Pwt006,myntra,,
838,Pwt007,myntra,,
863,shm009,myntra,,
864,shm000,myntra,,
865,shm001,myntra,,
866,shm002,myntra,,
867,shm003,myntra,,
868,shm004,myntra,,
869,shm005,myntra,,
870,shw000,myntra,,
871,shw001,myntra,,
872,shw002,myntra,,
873,shw003,myntra,,
874,shw004,myntra,,
875,shw005,myntra,,
877,wbk002c,myntra,,
878,wbk002M,myntra,,
879,wbk000c-Pink-L,myntra,,
880,wbk002c-Black-XS,myntra,,
881,wbk002c-Black-S,myntra,,
888,wbk012c-Pink-S,myntra,,
889,wbk012c-Pink-M,myntra,,
890,wbk012c-Pink-L,myntra,,
891,wbk012c-Red-S,myntra,,
892,wbk012c-Red-M,myntra,,
893,wbk012c-Red-L,myntra,,
894,wbk012c-Royal Blue-S,myntra,,
895,wbk012c-Royal Blue-M,myntra,,
896,wbk012c-Royal Blue-L,myntra,,
897,msj006c-Khaki-S,myntra,,
898,msj006c-Khaki-M,myntra,,
899,msj006c-Khaki-L,myntra,,
900,msj006c-Red-S,myntra,,
901,msj006c-Red-M,myntra,,
902,msj006c-Red-L,myntra,,
903,msj006c-Royal Blue-S,myntra,,
904,msj006c-Royal Blue-M,myntra,,
905,msj006c-Royal Blue-L,myntra,,
